Date,Store_ID,Product_Category,Sales,Promotion,Holiday,Customers,Temperature,Rainfall,Discount_Percentage,Stock_Available,Year,Month,Week,Quarter,Previous_Week_Sales,Moving_Average_4_Weeks
2034-10-15,S005,Beauty,17120.79,1,0,652,26.7,0.7,18.4,1568,2034,10,41,4,19886.88,15803.752499999999
2034-11-19,S005,Electronics,17520.73,1,0,666,26.8,9.3,16.2,1672,2034,11,46,4,17120.79,16441.364999999998
2035-01-07,S005,Beauty,17420.37,1,0,604,39.1,5.4,18.9,1619,2035,1,1,1,17520.73,17987.1925
2035-01-14,S005,Clothing,14446.64,1,0,552,28.4,48.2,28.3,1554,2035,1,2,1,17420.37,16627.1325
2035-02-25,S005,Beauty,13606.3,1,0,519,19.9,16.5,15.6,1680,2035,2,8,1,14446.64,15748.51
2035-03-25,S005,Home,15943.3,1,0,685,38.2,4.3,8.5,1725,2035,3,12,1,13606.3,15354.1525
2035-05-13,S005,Grocery,17476.15,1,0,695,33.4,12.9,21.6,1681,2035,5,19,2,15943.3,15368.0975
2035-06-03,S005,Beauty,17784.82,1,0,641,27.9,5.5,9.1,1703,2035,6,22,2,17476.15,16202.642500000002
2035-06-10,S005,Electronics,11520.07,0,0,502,27.6,2.9,2.2,1332,2035,6,23,2,17784.82,15681.085
2035-06-17,S005,Clothing,17534.58,1,0,680,29.7,5.4,12.5,1665,2035,6,24,2,11520.07,16078.904999999999
2035-06-24,S005,Beauty,10255.17,0,0,419,31.7,20.1,2.6,1225,2035,6,25,2,17534.58,14273.660000000002
2035-07-01,S005,Grocery,16610.16,0,1,652,31.7,2.5,2.5,1399,2035,7,26,3,10255.17,13979.995
2035-07-22,S005,Electronics,11266.23,0,0,502,31.0,19.8,0.6,1339,2035,7,29,3,16610.16,13916.535
2035-09-30,S005,Grocery,9571.43,0,0,462,32.3,12.4,1.0,1239,2035,9,39,3,11266.23,11925.747500000001
2035-11-25,S005,Home,10477.41,0,0,476,32.8,2.3,4.0,1428,2035,11,47,4,9571.43,11981.307499999999
2036-02-03,S005,Electronics,9878.18,0,0,441,18.3,6.9,4.9,1215,2036,2,5,1,10477.41,10298.3125
2036-03-23,S005,Home,11904.0,0,0,435,37.6,2.7,3.3,1195,2036,3,12,1,9878.18,10457.755000000001
2036-04-06,S005,Clothing,9916.25,0,0,413,34.1,12.5,2.4,1261,2036,4,14,2,11904.0,10543.96
2036-04-20,S005,Clothing,14172.91,0,0,519,24.7,9.6,3.7,1130,2036,4,16,2,9916.25,11467.835
2036-04-27,S005,Clothing,16978.49,1,0,753,28.4,35.3,5.6,1731,2036,4,17,2,14172.91,13242.9125
2036-05-11,S005,Grocery,10658.96,0,0,376,28.2,12.6,4.5,1183,2036,5,19,2,16978.49,12931.6525
2036-06-01,S005,Home,16334.28,0,1,637,29.7,5.7,3.6,1509,2036,6,22,2,10658.96,14536.16
2036-07-13,S005,Home,10898.61,0,0,605,21.6,14.0,2.4,1371,2036,7,28,3,16334.28,13717.585
2036-07-20,S005,Home,18402.11,1,0,863,34.6,8.8,5.9,1591,2036,7,29,3,10898.61,14073.49
2036-08-31,S005,Electronics,9742.65,0,0,454,26.0,2.6,2.1,1329,2036,8,35,3,18402.11,13844.4125
2036-10-12,S005,Grocery,15503.35,1,0,619,28.7,35.3,7.6,1795,2036,10,41,4,9742.65,13636.68
2036-11-23,S005,Beauty,12490.34,0,0,477,33.3,17.3,2.9,1256,2036,11,47,4,15503.35,14034.6125
2036-12-14,S005,Clothing,15674.3,1,0,581,28.6,14.0,14.5,1491,2036,12,50,4,12490.34,13352.66
2036-12-21,S005,Home,15404.29,1,0,523,34.7,10.8,15.3,1451,2036,12,51,4,15674.3,14768.07
2037-01-04,S005,Electronics,12435.88,0,0,587,30.2,3.0,4.4,1405,2037,1,1,1,15404.29,14001.2025
2037-01-11,S005,Clothing,10853.68,0,0,477,30.2,7.5,1.5,1317,2037,1,2,1,12435.88,13592.0375
2037-01-18,S005,Beauty,12317.44,0,0,394,28.0,5.9,3.3,1131,2037,1,3,1,10853.68,12752.8225
2037-01-25,S005,Grocery,17605.94,0,1,673,24.5,6.4,1.6,1466,2037,1,4,1,12317.44,13303.235
2037-03-01,S005,Clothing,13710.59,0,0,564,34.9,7.0,3.6,1296,2037,3,9,1,17605.94,13621.9125
2037-03-29,S005,Grocery,12718.18,0,0,520,31.7,17.0,2.5,1368,2037,3,13,1,13710.59,14088.0375
2037-04-05,S005,Home,14064.83,0,0,548,31.9,3.4,2.9,1397,2037,4,14,2,12718.18,14524.885
2037-07-19,S005,Grocery,10797.96,0,0,455,36.0,11.2,0.1,1161,2037,7,29,3,14064.83,12822.890000000001
2037-08-16,S005,Electronics,18091.91,0,1,726,38.4,8.1,1.1,1335,2037,8,33,3,10797.96,13918.22
2037-08-23,S005,Home,11031.29,0,0,392,36.4,2.2,0.3,1248,2037,8,34,3,18091.91,13496.4975
2038-01-03,S005,Home,11596.31,0,0,553,22.6,7.6,0.5,1365,2038,1,53,1,11031.29,12879.367499999998
2038-01-10,S005,Electronics,12892.75,0,0,487,29.9,7.0,1.7,1348,2038,1,1,1,11596.31,13403.064999999999
2038-03-07,S005,Home,12066.48,0,0,634,34.8,8.4,3.4,1345,2038,3,9,1,12892.75,11896.7075
2038-03-21,S005,Grocery,11677.09,0,0,459,30.2,7.4,3.5,1245,2038,3,11,1,12066.48,12058.1575
2038-04-04,S005,Grocery,18092.81,1,0,789,34.3,3.0,15.0,1709,2038,4,13,2,11677.09,13682.282500000001
2038-07-04,S005,Clothing,19310.38,0,1,714,38.5,5.9,3.9,1510,2038,7,26,3,18092.81,15286.690000000002
2038-07-18,S005,Beauty,17855.12,0,1,619,37.7,15.9,3.0,1402,2038,7,28,3,19310.38,16733.85
2038-08-15,S005,Grocery,21667.05,1,1,824,27.2,5.5,14.9,1714,2038,8,32,3,17855.12,19231.34
2038-08-22,S005,Beauty,10415.53,0,0,447,26.3,9.0,4.9,1405,2038,8,33,3,21667.05,17312.02
2038-09-19,S005,Grocery,15080.73,1,0,600,32.4,10.4,6.2,1777,2038,9,37,3,10415.53,16254.607499999998
2038-09-26,S005,Grocery,16336.25,1,0,684,39.2,5.5,5.1,1593,2038,9,38,3,15080.73,15874.89
2038-10-10,S005,Home,10518.86,0,0,506,35.0,8.4,2.6,1456,2038,10,40,4,16336.25,13087.842499999999
2038-11-28,S005,Grocery,14165.32,0,0,617,27.1,18.8,4.1,1380,2038,11,47,4,10518.86,14025.289999999999
2039-01-16,S005,Home,10607.14,0,0,481,24.6,3.5,2.0,1338,2039,1,2,1,14165.32,12906.8925
2039-03-06,S005,Beauty,19408.31,1,0,730,32.9,11.3,19.6,1803,2039,3,9,1,10607.14,13674.907500000001
2039-04-10,S005,Clothing,19395.59,1,0,648,24.5,2.7,27.5,1617,2039,4,14,2,19408.31,15894.09
2039-05-29,S005,Home,17050.92,1,0,618,33.1,11.3,12.0,1782,2039,5,21,2,19395.59,16615.49
2039-07-10,S005,Grocery,10653.78,0,0,476,33.0,14.3,1.6,1393,2039,7,27,3,17050.92,16627.15
2039-09-11,S005,Home,9826.79,0,0,382,26.0,4.8,2.8,1233,2039,9,36,3,10653.78,14231.77
2039-10-30,S005,Beauty,12187.26,0,0,547,28.3,9.8,3.0,1146,2039,10,43,4,9826.79,12429.6875
2040-01-01,S005,Grocery,10430.78,0,0,458,30.6,6.3,3.8,1268,2040,1,52,1,12187.26,10774.6525
2040-02-12,S005,Home,12179.65,0,0,499,34.8,6.7,1.9,1151,2040,2,6,1,10430.78,11156.12
2040-02-19,S005,Grocery,9362.47,0,0,429,25.0,0.7,4.7,1373,2040,2,7,1,12179.65,11040.04
2040-03-11,S005,Beauty,17582.69,1,0,556,29.4,9.5,21.4,1624,2040,3,10,1,9362.47,12388.8975
2040-03-18,S005,Beauty,13530.02,0,0,533,31.4,18.3,1.0,1241,2040,3,11,1,17582.69,13163.7075
2040-04-29,S005,Grocery,17058.94,1,0,651,30.3,1.9,16.4,1713,2040,4,17,2,13530.02,14383.529999999999
2040-08-05,S005,Clothing,25892.23,1,1,950,29.4,2.4,16.2,1850,2040,8,31,3,17058.94,18515.969999999998
2040-08-19,S005,Electronics,11524.81,0,0,498,33.4,9.0,0.3,1258,2040,8,33,3,25892.23,17001.5
2040-11-04,S005,Electronics,13217.76,0,0,570,26.3,5.4,2.6,1216,2040,11,44,4,11524.81,16923.434999999998
2040-11-25,S005,Home,10788.2,0,0,501,31.2,5.2,0.6,1251,2040,11,47,4,13217.76,15355.75
2041-01-06,S005,Clothing,9322.48,0,0,353,24.7,4.3,4.2,1177,2041,1,1,1,10788.2,11213.3125
2041-02-03,S005,Clothing,13064.17,0,0,502,29.4,13.6,4.2,1343,2041,2,5,1,9322.48,11598.1525
2041-03-03,S005,Clothing,16205.04,1,0,583,29.6,4.0,11.7,1567,2041,3,9,1,13064.17,12344.972500000002
2041-04-21,S005,Electronics,15891.81,0,0,574,32.0,3.0,4.8,1125,2041,4,16,2,16205.04,13620.875
2041-05-19,S005,Electronics,10216.46,0,0,450,33.4,13.4,0.2,1331,2041,5,20,2,15891.81,13844.37
2041-07-21,S005,Beauty,18413.65,0,1,837,24.6,5.6,4.3,1530,2041,7,29,3,10216.46,15181.74
2041-08-11,S005,Beauty,14767.95,0,1,639,31.3,8.6,2.5,1364,2041,8,32,3,18413.65,14822.467499999999
2041-09-01,S005,Home,10184.74,0,0,512,29.3,6.0,2.5,1387,2041,9,35,3,14767.95,13395.7
2041-09-08,S005,Clothing,15883.58,1,0,602,21.3,16.8,16.2,1611,2041,9,36,3,10184.74,14812.48
2041-09-15,S005,Clothing,17763.47,1,0,606,30.7,11.4,19.3,1596,2041,9,37,3,15883.58,14649.935000000001
2041-10-27,S005,Beauty,12789.82,0,0,605,28.2,5.6,3.7,1315,2041,10,43,4,17763.47,14155.4025
2041-12-01,S005,Beauty,15807.61,0,1,664,31.1,10.1,1.7,1498,2041,12,48,4,12789.82,15561.119999999999
2042-01-19,S005,Grocery,18932.51,1,0,612,30.1,7.2,23.2,1736,2042,1,3,1,15807.61,16323.352499999999
2042-03-09,S005,Electronics,19149.2,0,1,793,26.9,24.7,2.6,1350,2042,3,10,1,18932.51,16669.785
2042-04-13,S005,Electronics,18981.96,1,0,728,25.1,20.2,19.6,1691,2042,4,15,2,19149.2,18217.82
2042-05-04,S005,Home,16020.64,1,0,631,29.4,7.9,14.7,1739,2042,5,18,2,18981.96,18271.0775
2042-05-11,S005,Grocery,17421.31,1,0,754,28.7,2.0,6.2,1665,2042,5,19,2,16020.64,17893.2775
2042-06-22,S005,Beauty,18272.79,1,0,674,26.5,13.6,24.3,1616,2042,6,25,2,17421.31,17674.175000000003
2042-07-20,S005,Grocery,13790.93,0,0,395,28.4,6.1,2.3,1230,2042,7,29,3,18272.79,16376.4175
2042-08-03,S005,Electronics,10436.17,0,0,525,29.0,9.6,2.4,1354,2042,8,31,3,13790.93,14980.3
2042-08-17,S005,Beauty,14328.16,0,0,533,28.7,16.8,4.9,1481,2042,8,33,3,10436.17,14207.0125
2042-08-24,S005,Electronics,10376.57,0,0,505,29.3,18.4,4.7,1209,2042,8,34,3,14328.16,12232.9575
2042-08-31,S005,Grocery,11091.01,0,0,462,30.8,4.5,4.3,1096,2042,8,35,3,10376.57,11557.9775
2042-09-21,S005,Beauty,11228.48,0,0,499,24.4,4.4,3.3,1199,2042,9,38,3,11091.01,11756.055
2042-11-30,S005,Home,10583.27,0,0,445,26.0,13.4,2.6,1155,2042,11,48,4,11228.48,10819.8325
2043-01-25,S005,Electronics,10311.33,0,0,395,28.4,25.0,2.0,1358,2043,1,4,1,10583.27,10803.5225
